category,datetime,headline,id,image,related,source,summary,url
company,1700029320,"Analysts Offer Insights on Industrial Goods Companies: Boeing (BA), Siemens Energy (OtherSMEGF) and CAE (CAE)",123905197,,BA,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=820afe50e292fecf3b348f98b24f167c74f328a9b9fdcad14aceccd7a6f6a2e8
company,1700023560,"Boeing’s Robust Future: Strong Demand, Production Improvements, and Resilient Q4 Performance",123896167,,BA,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=d38c397a8b38319895e1469c28199edd9fd3dfdf08b72146cd22c978be34dc13
company,1700023260,LONDON BROKER RATINGS: Deutsche likes Compass; Numis cuts Elementis,123893941,,BA,Alliance News,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=534620f9fa1dc68e5ade7688fcdebaad47fa5b0e588d5ef2c49ac28124948ca0
company,1700007763,Israel Latest: ‘Targeted’ Operation Underway at Gaza Hospital,123880398,https://media.zenfs.com/en/bloomberg_markets_842/e5468099ca05908e4db12aa4473157a7,BA,Yahoo,"(Bloomberg) -- Israel began a “precise and targeted operation” against Hamas at part of the Al-Shifa hospital it accuses the group of using as a base of operations. The US earlier said it has intelligence confirming Israel’s assertion that Hamas and other Iran-backed militant groups are using hospitals, including Al-Shifa, to conceal and support their operations.Most Read from BloombergS&P 500 Up 2% as Bets ‘Fed Is Done’ Sink US Yields: Markets WrapRolex, Patek Prices Hit Fresh Two-Year Lows: Su",https://finnhub.io/api/news?id=5c0ef71bf46d09b2f4eb8cca002aea0a7095c1301ff6fb40f77024754caad368
company,1700173199,UPDATE 2-Boeing chief strategy officer to depart in 2024 as part of restructuring,123936391,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,BA,Yahoo,"Marc Allen will step down as Boeing's chief strategy officer at the end of the year and leave the company in 2024 as the U.S. planemaker pares down its strategy arm.  In a letter to employees on Thursday, Boeing CEO David Calhoun said the U.S. planemaker will not fill the chief strategy officer role going forward.  Boeing will shrink its strategy and corporate development organization and instead have ""strategy teams directly joining the business units they support,"" Calhoun said.",https://finnhub.io/api/news?id=e8733e2f3a51901065813d732da813f1b5890afa3b5f179bea049b9d5c935976
company,1700173079,Boeing chief strategy officer to depart in 2024 as part of restructuring,123936392,https://media.zenfs.com/en/reuters-finance.com/adc9e259f9ec5b14b731a25936091936,BA,Yahoo,"WASHINGTON (Reuters) -Marc Allen will step down as Boeing's chief strategy officer at the end of the year and leave the company in 2024 as the U.S. planemaker pares down its strategy arm.  In a letter to employees on Thursday, Boeing CEO David Calhoun said the U.S. planemaker will not fill the chief strategy officer role going forward.  Boeing will shrink its strategy and corporate development organization and instead have ""strategy teams directly joining the business units they support,"" Calhoun said.",https://finnhub.io/api/news?id=717d4b77ffce1563237e72ecd4eed1e8fa1071f20ab6abbd3cddda19bdf60de8
company,1700145364,Boeing Dominates Orders In Dubai; Airbus Rebounds After Emirates Engine Rift,123919929,,BA,Yahoo,Boeing stock rallies this week as the Dow Jones jet manufacturer lands major deals in Dubai. Airbus secures Emirates order after engine feud.,https://finnhub.io/api/news?id=0dfebea00d4aeee99343dbb2efe7952ca03025a0dda9e37edcef3f3c2418deee
company,1700162163,Boeing and U.S. Government Launch Initiative to Advance Sustainable Aviation Fuel among APEC Economies,123936693,,BA,Finnhub,"SAN FRANCISCO, Nov. 16, 2023 /PRNewswire/ -- Boeing and the United States are launching an initiative to catalyze the development and use of Sustainable Aviation Fuel among Asia-Pacific Economic...",https://finnhub.io/api/news?id=afcdb2f1abe592bc28fbcc8397cd1637dba89e44a47459b4b96d9b41d6925632
company,1700162101,Boeing partners with U.S. govt to boost SAF development in APEC countries,123936667,,BA,Finnhub,Boeing Co said on Thursday itwill partner with the U.S. government in a project aimed ataddressing challenges faced by Asia Pacific Economic Cooperation member countries in developing and scaling...,https://finnhub.io/api/news?id=8a14c5eb5ea8fe10c0ce40967fefd5cc51e0db2c4743b9c2e5839eaf29069ddd
company,1700154432,Boeing's chief strategy officer to depart in 2024,123933679,,BA,Finnhub,"Marc Allen will step downas Boeing's chief strategy officer next year, a companyspokesperson confirmed to Reuters on Thursday. The U.S. planemaker will not fill the chief strategy...",https://finnhub.io/api/news?id=271eb34217ba46a94a360e02c475fe81e160a1686851b6c73b6b4e9effb9fb8b
company,1700152740,"Boeing Co. stock falls Thursday, underperforms market",123933166,https://images.mktw.net/im-220105/social,BA,MarketWatch,"Shares of Boeing Co. shed 1.01% to $206.60 Thursday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500 Index...",https://finnhub.io/api/news?id=34c5e5dfe78e9e19d4a9d5e5cfdd082dda2118c389e3b12e8c238008363fbc17
company,1700148116,Ukraine: The Gray Swan,123929896,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1390049499/image_1390049499.jpg?io=getty-c-w1536,BA,SeekingAlpha,Conflict in Ukraine still has the potential to escalate into a larger conflict with ramifications for the global economy. Click for my thoughts on the situation.,https://finnhub.io/api/news?id=ce8e8192c3bcfcdcc66a5dafad899be7a87b5cd5c400e75419f62ebc72cebf31
company,1700142720,GE Stock Hits Highest Level Since 2017. The Big Question Is Why.,123933167,https://images.barrons.com/im-08858631/social,BA,MarketWatch,"The Dubai Air Show, weakness in peers, and the overall economy might be at play.",https://finnhub.io/api/news?id=15f9a510d517bf3a16b4884fd08c90f692dcb1c8579bce827d8026ed8c337f54
company,1700137800,"MTU Aero Engines hails ""pleasing order intake"" at Dubai aviation show",123923515,,BA,Alliance News,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=e1ef354db0e1c182b84161d76aa02311a9c066bdcc18a899b4f94d13888e0ac4
company,1700136000,Ransomware Gang LockBit Revises Its Tactics to Get More Blackmail Money,123936394,https://s.yimg.com/ny/api/res/1.2/cja1K2zwV5eR924OZPpl7w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDE-/https://media.zenfs.com/en/bloomberg_technology_68/2af4dc698883baa0b9fccb41931c2180,BA,Yahoo,"(Bloomberg) -- LockBit, the prolific ransomware gang that has launched attacks recently on Boeing Co. and Industrial Commercial Bank of China Ltd., among others, has revised the way it tries to blackmail victims because it’s disappointed with lower-than-expected ransom payments, according to a report published Thursday by Analyst1.Most Read from BloombergHamas Mastermind Who Tricked Israel Is Top Target in Gaza Tunnels‘Fed-Friendly’ Data Lift Bonds as S&P 500 Wavers: Markets WrapAston Martin Own",https://finnhub.io/api/news?id=3cea9e015872dc0830e8db9e73bee63baaeaeedc10c7621cfd0e0a0cae75c194
company,1700136000,GlobalX Airlines defies cargo trend with fleet strategy,123916595,https://media.zenfs.com/en/freightwaves_373/728d7275c31e56811a6f9fbfee11c155,BA,Yahoo,"Global Crossing Airlines, a 2-year-old hybrid carrier that provides supplemental airlift to customers that rent the entire plane, is taking a long-term view toward cargo expansion at a time when freight demand is very soft. The post GlobalX Airlines defies cargo trend with fleet strategy appeared first on FreightWaves.",https://finnhub.io/api/news?id=ec89267c70ed21c155ad84cbae48f576393e4f0b73ca2684de2d2f5676c60809
company,1700134440,"Boeing (NYSE:BA) Blows Away Competition at Dubai Airshow, Investors Bail Out",123925441,,BA,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=d293586f16f9fb55ce7bdb7f9e21de4b7b87238e25e16ca10e56630cf23313e2
company,1700134380,"Boeing (NYSE:BA) Blows Away Competiton at Dubai Airshow, Investors Bail Out",123925442,,BA,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=44d25b7846ea712fb224237fe88b60e25156b7c2a7a1cf2bce96cd589bbdb36b
company,1700132160,Emirates orders 15 additional Airbus A350-900 aircraft,123925443,,BA,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=3c70fb5451d5445d37bd9c2ebda2c20769228b5ea7e7b83dfec85fd0b8732fdb
company,1700125020,7 Stocks That Will Make You a Millionaire in 5 Years,123921172,,BA,InvestorPlace,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=f2c60bf9a86ffb8a463ce9040460899cab4aa670227557da47e54ac1738faf13
company,1700123565,UPDATE 2-Emirates orders 15 Airbus A350-900 after engine row over larger jet,123915203,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,BA,Yahoo,"Airbus won a consolation order for 15 more A350-900 jets from Emirates on Thursday after a public row between the Mideast giant and engine maker Rolls-Royce prevented a deal for a larger model at the Dubai Airshow.  Emirates Chairman and CEO Sheikh Ahmed bin Saeed Al Maktoum said the long-haul jets would ""add to our fleet mix, and we are pleased to announce additional orders for this aircraft type"".  Industry sources described the $6 billion deal as a compromise after Emirates publicly criticised the performance and cost of Rolls-Royce engines for the A350-1000 over the amount of downtime needed in harsh Gulf conditions.",https://finnhub.io/api/news?id=6b0d525724c33d5a0ab68f7f3718fb2bdfd3430d56a9702c71cf46d18365d296
company,1700121960,Defense Stocks: Are Wars Profitable?,123921830,,BA,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=7f2381a71ced052b297911ecb0dc3d54cae0e91c78a0c079921753a11d6ff1a4
company,1700121600,Why The Boeing Shock Message To China Was Effective,123916839,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/803127826/image_803127826.jpg?io=getty-c-w1536,BA,SeekingAlpha,The return of Boeing 737 MAX to service in China has been driven by demand trends and specific travel periods. Read why I continue to rate BA stock a buy.,https://finnhub.io/api/news?id=db136cf997bc71d2f4702ef1070f14a28cba951ead1e8cf9c3fc53b7e5b7f9c8
company,1700120932,Airbus nears compromise deal after Emirates jet order row,123912738,https://media.zenfs.com/en/reuters-finance.com/1338c3637c66e00cd956d2b83ac54f27,BA,Yahoo,"Airbus and Emirates edged towards a consolation deal for a double-digit number of A350-900 jets on Thursday after a public row between the carrier and engine maker Rolls-Royce over a larger model dampened the end of the Dubai Airshow.  Industry sources said the two sides were trying to secure a compromise deal involving a switch from the A350-1000, Airbus' largest twin-engined jet which has fallen under the spotlight over the amount of downtime needed in Gulf conditions.  Emirates is by far the biggest user of Airbus's A380 superjumbo after investing heavily in the world's largest airliner and is now planning the fleet needed to keep its Dubai super-hub at the centre of the aviation map beyond the 2030s.",https://finnhub.io/api/news?id=4a9ae6b3c60c4753874ac5cb18dd911d46fac1e107d901593ffedd1bdb6e34ce
company,1700116680,Airbus salvages downsized deal with Emirates for 15 jets,123923080,,BA,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=c554e017072695e5ebe94cbb0237316934728ed1aa6eeb92e23ee0b292169c78
company,1700110688,Long-haul carrier Emirates orders 15 Airbus A350 after engine dispute during Dubai Air Show,123914729,,BA,Finnhub,"DUBAI, United Arab Emirates — Long-haul carrier Emirates said Thursday it will purchase 15 additional Airbus A350-900s worth $6 billion after a spat between the airline and the European...",https://finnhub.io/api/news?id=d0ddc4607ca04b199e36caab1ec7985374120626cff8d712fd4d5c2e6f70ce2d
company,1700108220,Boeing’s Potential Profitability and Market Strength Reinforce Buy Rating: An Analysis by Noah Poponak,123928298,,BA,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=cd1263537ce4c418c7da5de8e10784a6f01e0fca5456ead6ad81897284122e6c
company,1700107740,Biden hails progress in Beijing ties; Xi tells CEOs China ready to be U.S. partner,123922242,,BA,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=1f5b54cf3fa2a61a94cf4b017a4ca452fed157fb9bab21b5fb05dbe9997ba517
company,1700262900,"The Score: Target, Boeing, Macy’s and More Stocks That Defined the Week",123963567,https://s.yimg.com/ny/api/res/1.2/qV94t.JRs47QTAW157irzg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/wsj.com/655284214cc8a9069d574046d798cb79,BA,Yahoo,"Christmas came early for Target investors.  The big-box retailer posted better-than-expected quarterly earnings that overshadowed a decline in sales.  Target executives said the company has worked hard to meet its profit targets for the year, focusing on tighter inventory and expense management.",https://finnhub.io/api/news?id=8ef10bbb893955cede708a6450232bb6c3036f16f61b9caa2f443ad95b37254e
company,1700251560,Beneath October’s CPI Lurk Inflation’s Untold Stories,123982802,https://images.barrons.com/im-04073246/social,BA,MarketWatch,The headlines declared that October prices revealed subsiding inflation. But beneath the broad number are some interesting--even strange--details.,https://finnhub.io/api/news?id=50a251f8ec67e889c72636cccf9ae34cdbb2672367573679938959ad24c7fec9
company,1700249381,Space stocks take a hit but deals could bring upside,123954667,https://s.yimg.com/ny/api/res/1.2/K_.GzH.lmbPSZoHkx_Ik9A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03OTQ-/https://s.yimg.com/os/creatr-uploaded-images/2023-05/e8a95950-fb88-11ed-beeb-907e809d7cd9,BA,Yahoo,Lower stock prices could create deal opportunities for private equity firms or bigger players in the space.,https://finnhub.io/api/news?id=ef9c8f31fcf786b67e522ad7b274d40fe75211d17d147de6d12ca7c6d13bbdee
company,1700246880,Here's Why Investors Should Retain United Airlines (UAL),123957304,https://media.zenfs.com/en/zacks.com/fe3d5cf0585af2a348afd880076d36f4,BA,Yahoo,"United Airlines (UAL) benefits from the buoyant air-travel demand scenario. Yet, high fuel costs are hurting its bottom line.",https://finnhub.io/api/news?id=95a04250ab03de41dfb4cced3bbbac517001bad8d506b7f54763a12521750de4
company,1700239140,Boeing Co. stock outperforms market on strong trading day,123981709,https://images.mktw.net/im-220105/social,BA,MarketWatch,"Shares of Boeing Co. inched 0.70% higher to $208.04 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P...",https://finnhub.io/api/news?id=6676a7631e48608f376db7d2d81ffc7bb2060fc63bcd883d92cd95dd44952ea6
company,1700233948,"Stock Market Rally Extends Gains On Slowing Inflation; Microsoft, Cisco, Walmart In Focus: Weekly Review",123948298,https://media.zenfs.com/en/ibd.com/dbb1ce6f25733622572b80560b040aa4,BA,Yahoo,"The stock market rally extended strong gains on tame inflation. A Microsoft AI chip and poor guidance from Cisco, Walmart and Palo Alto were in focus.",https://finnhub.io/api/news?id=feea011adcd3534e83210bb2805b1d2057041dd5ccbcf1aa1df8f8910f32f10e
company,1700230380,Bell-Boeing Clinches Contract to Support V-22 Jet Program,123954124,https://media.zenfs.com/en/zacks.com/66aab1b6882a9874a6ec7e76752bb0ed,BA,Yahoo,"Bell-Boeing, a joint venture between Boeing (BA) and Bell Helicopter, a unit of Textron (TXT), is set to provide platform engineering and logistics sustainment support for the V-22 aircraft.",https://finnhub.io/api/news?id=2d29e0eb92f26a059c75a6f0ac8b074e5611930e9f6f68e117706bf44f395fcb
company,1700228700,Lockheed Martin (LMT) Wins Contract for UH-60M Helicopters,123949074,https://media.zenfs.com/en/zacks.com/7190e3bc3652217ed21c50556bb4bb82,BA,Yahoo,"Lockheed Martin's (LMT) arm, Sikorsky, clinches a $21.7-million contract for UH-60M helicopters.",https://finnhub.io/api/news?id=bca2c5235842f89c1db47f77bdc5c8f22b9f8102c51bc9092ce07b7417196622
company,1700227948,Embraer celebrates as Brazil joins WTO civil aircraft agreement,123954129,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,BA,Yahoo,"Brazil joined the World Trade Organization's agreement on trade in civil aircraft on Friday, a move that was celebrated by planemaker Embraer as the pact would ensure tariff-free imports of components from member states.  The Brazilian government, which had applied to join the civil aircraft pact in 2022, said its entry had been approved by the 33 member countries at a meeting in Geneva.  Brazil-based Embraer is the world's third-largest planemaker, behind Boeing and Airbus, and a global leader in segments such as regional and executive aviation.",https://finnhub.io/api/news?id=27df8f8e87e198075fb0a505d112286a26713b0d413b826f9f4b483d86ac3bde
company,1700226120,Boeing (BA) Wins Order for Up to 67 Jets From Ethiopian Airlines,123949076,https://media.zenfs.com/en/zacks.com/7a3bb699b166757d5def43fc64d10497,BA,Yahoo,Boeing's (BA) improved relationship with Ethiopian Airlines will help expand its presence in the African region.,https://finnhub.io/api/news?id=4be13dda31b6b9730b825e3b85b583c3ffe661a2209958df1fc47665e2c968df
company,1700225940,"General Electric (NYSE:GE) Gains, on Track for Best Close in Years",123955804,,BA,TipRanks,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=7c5d87be8e43a6ecc53566b0da5c487d06c54046823af9c753c680026fdaca82
company,1700225400,Boeing Options Trading: A Deep Dive into Market Sentiment,123955805,,BA,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=6be5a2bba43d791ac81490152d3124a5ce8a10029ae961ee82443e71cce5b759
company,1700222880,SpaceX set for second Starship flight test: How to watch,123961246,https://images.mktw.net/im-24140888/social,BA,MarketWatch,Elon Musk's SpaceX will make the second flight test of its Starship spacecraft and Super Heavy rocket Saturday,https://finnhub.io/api/news?id=29ab99cf102c9af366dc943fbb93d3bb607c41a7a2a2e928916dc89298a9298e
company,1700219400,SpaceX set for second Starship flight test after initial test ended in explosion: How to watch,123955118,,BA,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=9bc280d72fbd9cba7f43028c0d7eb75e6f244a8730712802dcd3a338d70f45b2
company,1700217745,Emirates and Boeing partner to advance aircraft maintenance with digitally focused solutions,123948175,,BA,Finnhub,"DUBAI, UAE: Emirates and Boeing have signed a Memorandum of Understanding to leverage advanced digital technologies and accelerate improvements in maintenance operations.Efforts will focus on key...",https://finnhub.io/api/news?id=e310305b040cfdd53dd0633fe961d0c5a63b143639a689be40d70c71f185ad2d
company,1700213100,Turkey hoping for Berlin's approval on purchase of Eurofighters,123950309,,BA,Alliance News,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=a1e296b6fd0af802a15d1ac328e05f8df1251f0e65850eaab965b9e754426ff3
company,1700210940,Jefferies aerospace/defense analysts to hold analyst/industry conference call,123953743,,BA,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=2ea76f7fd918e59c1a9e776b4d0a33b22498e5d661427d0ee37f120175a13949
company,1700202420,Boeing & US Government Plan To Advance Sustainable Aviation Fuel In APEC Economies,123955810,,BA,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=8031f75a16bb874d1cc1626771dd589d20c9615e99f098a017b263e2aedaceae
company,1700194323,Boeing : expands use of SAF fuel,123943616,,BA,Finnhub,Boeing and the U.S. government are launching an initiative to promote the use of sustainable aviation fuel among member countries of the Asia-Pacific Economic Cooperation .The U.S. Department of...,https://finnhub.io/api/news?id=f36d7a72bd38f2f451aeb12f3b0ae6920ffe907e9d64a64146002e0c75e8d772
company,1700180224,Boeing partners with U.S. govt to boost SAF development in APEC countries,123941331,https://media.zenfs.com/en/reuters-finance.com/ffed7b99a338790ec0b489e0cf964257,BA,Yahoo,"The fuel, made out of waste such as cooking oils, municipal waste and agricultural residues, is seen as key in helping the aviation industry cut its carbon emissions.  However, SAF is currently only made in small volumes and costs between three to five times the regular jet fuel.",https://finnhub.io/api/news?id=cacfb20d2d86aa303bf4dd5f837902c3940ba795cc0bf9651a55b03ac5766c84
company,1700180100,Boeing and U.S. Government Launch Initiative to Advance Sustainable Aviation Fuel among APEC Economies,123941332,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,BA,Yahoo,"Boeing and the United States are launching an initiative to catalyze the development and use of Sustainable Aviation Fuel (SAF) among Asia-Pacific Economic Cooperation (APEC) member countries. SAF, which significantly reduces the lifecycle carbon emission of jet fuel, is key to achieving goals set by the International Civil Aviation Organization (ICAO) and the civil aviation industry to achieve net-zero carbon emissions by 2050.",https://finnhub.io/api/news?id=0ff2a0e87f212ef954e8daadc7aca16927d63125caca83af9151437e61c4bc1f
company,1700524326,PPA: Defense Does Not Come Cheap,124010652,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1387044637/image_1387044637.jpg?io=getty-c-w1536,BA,SeekingAlpha,"Defense sector consistently outperforms the S&P 500, as geopolitical events increase NATO budgets and defense stocks display high PE ratios. Read more here.",https://finnhub.io/api/news?id=ef349561ba6e56abdd2daf1556b1489fe20ceb639566d0b09a0d869f0c32ca33
company,1700517647,S&P 500 Gains and Losses Today: Boeing Shares Rise After Deutsche Bank Upgrade,124009883,https://media.zenfs.com/en/investopedia.com/f95cb495eab29a74eb8c82c2b691a448,BA,Yahoo,"The S&P 500 gained 0.7% on Monday, Nov. 20, 2023, adding to last week's gains amid optimism that slowing inflation will keep the Fed from raising interest rates.",https://finnhub.io/api/news?id=798c01413e847c2f6ffcf3ba7d1b0da9ac0cf903a2ab697957fe67f5ed3aba46
company,1700517317,US STOCKS-Nasdaq leads Wall Street gains as Microsoft hits record,124005710,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,BA,Yahoo,Wall Street's three major stock averages closed higher on Monday with Nasdaq's 1% rally leading the charge as heavyweight Microsoft hit a record high after it hired prominent artificial intelligence executives.  The Nasdaq boasted its highest closing level since July 31 while the S&P 500 registered its highest close since Aug. 1.,https://finnhub.io/api/news?id=bdfce7d4e0c573781974dc36163eb97058aea7d51631503273df35f72c1cd251
company,1700508219,"Boeing Stock Upgraded, Builds A Base As Order Book Accelerates",124002609,https://media.zenfs.com/en/ibd.com/87dfa3bcfe6d8a23ed2533fa626d796e,BA,Yahoo,Boeing stock jumped Monday after the Dow Jones aircraft manufacturer received an upgrade to a buy rating as jet deliveries accelerate.,https://finnhub.io/api/news?id=3ed6ce93f33c9c5cd4a265e675ed210061e595917237da1d193e627996cb8369
company,1700510659,Why Boeing Stock Is Flying Higher Today,124012128,https://s.yimg.com/ny/api/res/1.2/QmvmpjPwDvpvLIFNB5wy3w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05NjA-/https://media.zenfs.com/en/motleyfool.com/93d93d575f56830aa1934c713c83962c,BA,Yahoo,"It has been a difficult few years for Boeing (NYSE: BA), but one Wall Street analyst is out with a prediction that better times are at hand.  Investors are taking note, sending shares of Boeing up 4.5% as of 2 p.m. ET Monday.  Boeing's shareholders have been on a journey they'd likely rather forget.",https://finnhub.io/api/news?id=119800b09212aa37206dcb176149222356650565c520c2d54ddebdf07af137c6
company,1700510202,US STOCKS-Nasdaq leads Wall Street's gains as Microsoft hits record high,124011115,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,BA,Yahoo,"Wall Street's three major U.S. stock averages advanced on Monday with Nasdaq leading gains as heavyweight Microsoft rallied after it hired prominent artificial intelligence executives, and lower Treasury yields also provided some support.  The S&P 500 information technology sub-index, up 1.6%, was the top gainer among the S&P 500's 11 major sectors, getting its biggest boost from Microsoft's shares which touched a record high and were last up 2%.",https://finnhub.io/api/news?id=706cbc3e86aa6cb86e09c0fe92f609f0069ca7665344893bdfa8dbee94f00c56
company,1700506929,Stock Market Holds Gains; CRISPR Stock Continues To Climb,124005715,https://media.zenfs.com/en/ibd.com/09a71eef032597e0e40f7af14649a44d,BA,Yahoo,The stock market started the week on an upbeat note on Monday with the major indexes improving. Palantir stock hit a new high on Monday.,https://finnhub.io/api/news?id=05bb3fcecbafa4327f357b61a82789334e11b8d09a7f64597ac5c403b1b49b56
company,1700501576,"Midday Movers: Boeing and GM Advance, Bristol-Myers Squibb Declines",123999671,https://s.yimg.com/ny/api/res/1.2/FsDWqqTahn4mg2a9Agk9KQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDE-/https://media.zenfs.com/en/investopedia.com/bac7c0fc321f82c374511b45480ca07d,BA,Yahoo,"U.S. equities began the holiday-shortened trading week higher at midday on Monday, Nov. 20, 2023 after optimism about slowing inflation buoyed markets last week.",https://finnhub.io/api/news?id=693438198f9c1c65bbf8cc34582a97021a71a49813363bb4a4bd2862227f3595
company,1700500629,Stock Market Builds Gains; Nvidia Stock Lifts As Earnings Loom,123999672,https://media.zenfs.com/en/ibd.com/18858881b8e8dd8a1465f504d20ad339,BA,Yahoo,The stock market started the week on an upbeat note on Monday with the major indexes improving. Palantir stock hit a new high on Monday.,https://finnhub.io/api/news?id=5aa27c7cadf8d11bfcc27848aae78610103246c7f39aeb3d7c247fe5e814dc51
company,1700499663,Industrials Climb on Economic Optimism -- Industrials Roundup,124005304,,BA,Finnhub,"Shares of industrial and transportation companies rose amid optimism about global economic growth. In a good sign for global trade, shares of Siemens rallied after the German manufacturing...",https://finnhub.io/api/news?id=9ddf1bc45ea28afef360ed732207cdbb2cce85695308c5689f01f4fe44f71bdf
company,1700498400,Boeing Co. stock outperforms competitors on strong trading day,124007825,https://images.mktw.net/im-220105/social,BA,MarketWatch,"Shares of Boeing Co. advanced 4.65% to $217.71 Monday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=44ab9c2e2b04b2b02955d90004a9f6adb0e06619ad46dcefcb85665fb1e745ce
company,1700497642,Boeing upgraded to 'Buy' rating by Deutsche Bank,123999673,https://s.yimg.com/ny/api/res/1.2/L.BhyLdw3H_GIZc0us1UGQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzY-/https://s.yimg.com/os/creatr-uploaded-images/2023-11/865c60b0-87b7-11ee-bffe-ad1b0f8769fe,BA,Yahoo,"Deutsche Bank (DB) upgraded shares of Boeing (BA) early Monday to ""Buy"" from ""Hold"", while issuing a new $270 price target. The firm believes Boeing can expand airplane deliveries going forward now that supply chain issues are easing. Boeing has dealt with delivery delays due to supply shortages, however Deutsche expects steadier production growth ahead. Yahoo Finance's Brad Smith and Seana Smith break down the details of this trending ticker. For more expert insight and the latest market action, click here to watch this full episode of Yahoo Finance Live.",https://finnhub.io/api/news?id=d8a05cada80a5a5ce94e9ed6003c477cbb99f4919e5335b27240e9a1d9e36ce1
company,1700496660,RTX Secures a $94M Navy Contract to Support the ESSM Program,123999674,https://media.zenfs.com/en/zacks.com/72e92f2def8e0975361faddc09fe1438,BA,Yahoo,"RTX is set to supply guided missile assemblies, shipping containers, and spare parts to support full-rate production requirements for the ESSM Block 2 program",https://finnhub.io/api/news?id=13e4e5018423f2ff6274410b2fdb617a7f214ca1ba681f0db10b31a999a336ce
company,1700496417,2 Dow Jones Stocks To Watch In November 2023,123995582,https://u3j7m9h7.rocketcdn.me/wp-content/uploads/2023/11/dow-jones-stocks.jpg,BA,StockMarket,2 Dow 30 stocks to watch in the stock market today.,https://finnhub.io/api/news?id=3d6774907c9bf8ff1f8c4c474d96edbfff2b5a94970580a5c99d5697b1fd0c44
company,1700495880,IN BRIEF: Boeing joins sustainable aviation fuel technologies venture,124031337,,BA,Alliance News,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=70dce8573417896237d046f1af54f66c4f2b6fe358325a54abbd37f21e905d85
